distance,deviation,speed_left,speed_right
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.26585111021995544,21.128902435302734,0.0,0.0
0.26585111021995544,21.128902435302734,0.0,0.0
0.27857762575149536,20.130550384521484,0.0,0.0
0.5275242924690247,17.608444213867188,38.71286392211914,13.18313217163086
0.5275242924690247,17.608444213867188,43.21851348876953,10.94981861114502
0.5716140270233154,10.80322551727295,35.300193786621094,17.344131469726562
0.6028403639793396,16.135061264038086,42.353328704833984,12.85183048248291
0.6524109840393066,7.263777256011963,36.55424499511719,19.9703426361084
0.6744415760040283,2.5454063415527344,33.91073226928711,23.3961181640625
0.6667072176933289,-2.9777071475982666,28.82954216003418,25.472881317138672
0.6405921578407288,-7.137243270874023,25.076982498168945,28.949914932250977
0.612779974937439,-8.716442108154297,23.004680633544922,33.32242965698242
0.5760689377784729,-10.002588272094727,20.220012664794922,34.508140563964844
0.5325790047645569,-11.217939376831055,18.13088607788086,34.769989013671875
0.49010470509529114,-12.359423637390137,16.21453094482422,35.06346130371094
0.45388904213905334,-13.48885726928711,14.077469825744629,37.22145080566406
0.4251236915588379,-13.892555236816406,11.976409912109375,40.72745132446289
0.4251236915588379,-13.892555236816406,11.036261558532715,41.4965705871582
0.4046991169452667,-13.759920120239258,10.685595512390137,41.26381301879883
0.38272562623023987,-11.173236846923828,11.63602352142334,39.00213623046875
0.3865148723125458,-6.607369899749756,12.467248916625977,35.31774139404297
0.3225715160369873,-4.566152095794678,12.333088874816895,26.74110984802246
0.38603127002716064,4.173530101776123,11.218503952026367,21.701364517211914
0.3778644800186157,8.067837715148926,23.460063934326172,13.657073974609375
0.3761470913887024,12.355427742004395,29.751680374145508,11.996585845947266
0.38140353560447693,15.042766571044922,37.94172286987305,11.831877708435059
0.39305925369262695,15.962226867675781,41.916717529296875,9.7066650390625
0.41137728095054626,16.109619140625,42.268409729003906,9.781213760375977
0.4349003732204437,15.948445320129395,42.34064865112305,10.185083389282227
0.4349003732204437,15.948445320129395,42.261756896972656,10.699994087219238
0.4630710780620575,14.306129455566406,41.75971603393555,11.697175979614258
0.49541175365448,13.045624732971191,39.7706184387207,13.102595329284668
0.5294963121414185,11.268370628356934,35.10732650756836,16.110939025878906
0.5888828635215759,3.7333950996398926,32.49678039550781,19.023555755615234
0.5888828635215759,3.7333950996398926,27.09244728088379,19.390718460083008
0.6024746894836426,-3.0151941776275635,19.996551513671875,26.84253692626953
0.6066274046897888,-10.193032264709473,21.09703254699707,32.28458023071289
0.6105636954307556,-15.545889854431152,18.751604080200195,35.717124938964844
0.6039413213729858,-17.031131744384766,13.494755744934082,42.09125900268555
0.6039413213729858,-17.031131744384766,11.972171783447266,42.8888053894043
0.593589186668396,-18.32625389099121,10.563848495483398,44.07929992675781
0.5745847821235657,-19.2176513671875,9.3859281539917,45.1939582824707
0.5241794586181641,-19.593969345092773,8.776100158691406,45.64847183227539
0.5047082901000977,-19.38410186767578,8.450204849243164,45.65646743774414
0.49678748846054077,-18.899280548095703,8.662818908691406,45.022701263427734
0.4891999661922455,-18.504926681518555,9.37607192993164,44.114585876464844
0.48813268542289734,-18.3576717376709,9.845246315002441,43.70273971557617
0.4884398281574249,-18.098615646362305,10.019822120666504,43.56647491455078
0.4794183373451233,-14.068056106567383,10.311448097229004,43.34231185913086
0.4794183373451233,-14.068056106567383,12.07357120513916,41.71574783325195
0.45586901903152466,-12.596715927124023,12.170108795166016,40.77658462524414
0.45010098814964294,-10.49073600769043,13.08297061920166,38.31576919555664
0.4369051456451416,-8.949621200561523,15.424522399902344,34.07340621948242
0.4369051456451416,-8.949621200561523,14.770625114440918,31.624113082885742
0.39925387501716614,-4.936126708984375,13.887228965759277,27.508634567260742
0.36541712284088135,-3.7627389430999756,13.409079551696777,24.582448959350586
0.36541712284088135,-3.7627389430999756,13.359641075134277,22.475234985351562
0.31832650303840637,-3.5347349643707275,12.275659561157227,20.515146255493164
0.29004138708114624,3.8443236351013184,0.0,0.0
0.26647499203681946,4.841977119445801,0.0,0.0
0.24169489741325378,5.449154853820801,0.0,0.0
0.22865323722362518,5.645816326141357,0.0,0.0
0.23399493098258972,5.037264347076416,0.0,0.0
0.24385656416416168,-6.02119779586792,0.0,0.0
0.2605602741241455,-5.782234191894531,0.0,0.0
0.2868160307407379,-5.446993350982666,0.0,0.0
0.3181527256965637,-5.957926273345947,9.490340232849121,23.115564346313477
0.37542760372161865,-5.543684482574463,12.03233814239502,24.68347930908203
0.40038928389549255,-5.9926533699035645,13.053897857666016,25.933671951293945
0.41760799288749695,-6.091079235076904,13.810977935791016,26.505212783813477
0.41715845465660095,-6.15995454788208,13.788887977600098,26.618820190429688
0.4072757363319397,-5.850775718688965,13.380768775939941,25.89324188232422
0.38623669743537903,-5.03325080871582,12.913466453552246,24.35289192199707
0.3347250819206238,-4.799756050109863,11.176958084106445,22.466096878051758
0.30045804381370544,-4.405716419219971,11.355892181396484,20.695941925048828
0.27152782678604126,-4.484786510467529,0.0,0.0
0.2443121373653412,3.3215231895446777,0.0,0.0
0.2197389155626297,4.017246723175049,0.0,0.0
0.20899011194705963,5.138166904449463,0.0,0.0
0.20789781212806702,-7.716793060302734,0.0,0.0
0.19797128438949585,-7.248951435089111,0.0,0.0
0.20306500792503357,-6.960025787353516,0.0,0.0
0.21816711127758026,-7.2212324142456055,0.0,0.0
0.24288740754127502,-7.951752662658691,0.0,0.0
0.2673024833202362,-7.6083526611328125,0.0,0.0
0.29150184988975525,-8.633759498596191,0.0,0.0
0.3118341267108917,-10.008856773376465,8.312783241271973,33.3304443359375
0.3314204514026642,-11.972318649291992,8.475133895874023,37.021480560302734
0.39418458938598633,-12.108832359313965,12.770217895507812,37.25412368774414
0.4122864603996277,-12.608386993408203,12.242571830749512,38.587486267089844
0.4105384945869446,-12.243006706237793,12.858621597290039,37.521385192871094
0.41238540410995483,-10.293396949768066,14.315290451049805,33.78667068481445
0.4092766344547272,-8.739927291870117,13.712610244750977,31.19779396057129
0.40586790442466736,-5.855528354644775,13.317435264587402,25.86701774597168
0.4007922410964966,-4.01428747177124,14.21536636352539,23.70700454711914
0.394247442483902,-3.8693642616271973,14.156786918640137,23.402297973632812
0.3788227140903473,-3.547135353088379,13.979766845703125,22.677227020263672
0.3711968958377838,-3.7559359073638916,13.548454284667969,22.64666175842285
0.32368722558021545,-4.677257061004639,11.100955963134766,21.865922927856445
0.3243762254714966,-4.994723320007324,10.745781898498535,22.239086151123047
0.3195902407169342,-5.724246501922607,9.825458526611328,22.88495445251465
0.31417810916900635,-6.562067985534668,8.837881088256836,24.548900604248047
0.31190499663352966,-8.259683609008789,8.31704330444336,30.134756088256836
0.3061860501766205,-9.500916481018066,8.304596900939941,32.480220794677734
0.3047831356525421,-11.61585521697998,8.305941581726074,36.226097106933594
0.306095689535141,-12.43787956237793,8.309196472167969,38.237518310546875
0.3015674948692322,-13.035482406616211,8.302891731262207,40.16923522949219
0.29213136434555054,-13.04736042022705,0.0,0.0
0.28374043107032776,-12.844557762145996,0.0,0.0
0.27718544006347656,-12.491634368896484,0.0,0.0
0.2795875668525696,-12.523649215698242,0.0,0.0
0.28154614567756653,-13.740503311157227,0.0,0.0
0.29141148924827576,-14.602365493774414,0.0,0.0
0.3131547272205353,-15.73283576965332,7.84030294418335,42.159698486328125
0.3377569317817688,-16.973894119262695,7.456395626068115,42.84895324707031
0.3849525451660156,-17.25432014465332,8.872329711914062,42.97388458251953
